bookId,first_genre,clean_date,day_of_week,month_name,year,books
104790.All_s_Well_That_Ends_Well,Classics,29/10/1923,Monday,October,1923,1
42929.Gai_Jin,Historical Fiction,29/10/1993,Friday,October,1993,1
1928405.Eleven,Mystery,08/01/2008,Tuesday,January,2008,1
1199174.The_Last_Concubine,Historical Fiction,29/10/2008,Wednesday,October,2008,1
6569211-darkness-unleashed,Romance,01/11/2009,Sunday,November,2009,1
7380006-hotel-kerobokan,Nonfiction,29/10/2009,Thursday,October,2009,1
62812.Runaway_Horses,Fiction,29/10/1969,Wednesday,October,1969,1
263919.The_Cage,Nonfiction,29/10/1986,Wednesday,October,1986,1
3127326,Fiction,29/10/1996,Tuesday,October,1996,1
6460814-ransom,Fiction,29/10/2009,Thursday,October,2009,1
960495.Nightjohn,Historical Fiction,01/01/1993,Friday,January,1993,1
6131767-henry-s-sisters,Fiction,01/01/2009,Thursday,January,2009,1
1442235._,Science Fiction,29/10/1965,Friday,October,1965,1
17334077-vampires-scones-and-edmund-herondale,Fantasy,18/06/2013,Tuesday,June,2013,1
17190226-surrender-your-love,Romance,29/10/2013,Tuesday,October,2013,1
166562.Between_a_Rock_and_a_Hard_Place,Nonfiction,31/08/2004,Tuesday,August,2004,1
7013431-the-journey-home,Nonfiction,29/10/2008,Wednesday,October,2008,1
636223.Ice,Fiction,29/10/1967,Sunday,October,1967,1
17586834-the-titan-s-curse,Graphic Novels,08/10/2013,Tuesday,October,2013,1
18815695-the-pecan-man,Fiction,01/01/2012,Sunday,January,2012,1
15739817-fall-of-night,Young Adult,07/05/2013,Tuesday,May,2013,1
18589656-the-last-hour-of-gann,Science Fiction,12/09/2013,Thursday,September,2013,1
741481.Alice_19th_Vol_1,Fantasy,29/10/2001,Monday,October,2001,1
1071726.The_Peregrine,Nonfiction,29/10/1967,Sunday,October,1967,1
20335752,Fiction,03/01/2014,Friday,January,2014,1
25697968-tyed,Romance,01/07/2015,Wednesday,July,2015,1
232467.Institutes_of_the_Christian_Religion_2_Vols,Religion,29/10/1936,Thursday,October,1936,1
1032.Trump,Business,01/11/1987,Sunday,November,1987,1
32560066-het-achtste-leven,Fiction,18/08/2014,Monday,August,2014,1
43386062-the-last-train-to-london,Historical Fiction,10/09/2019,Tuesday,September,2019,1
2218102.Maps_of_Meaning,Nonfiction,01/03/1999,Monday,March,1999,1
49240716-blossom-in-winter,Romance,28/10/2019,Monday,October,2019,1
36952615-on-a-sunbeam,Graphic Novels,29/10/2016,Saturday,October,2016,1
116567.Wizards_at_War,Fantasy,01/10/2005,Saturday,October,2005,1
44516.Switch_Bitch,Fiction,29/10/1974,Tuesday,October,1974,1
331260.The_Darkest_Child,Fiction,29/10/2004,Friday,October,2004,1
3726872-the-book-of-love,Historical Fiction,01/02/2009,Sunday,February,2009,1
620790.A_Long_Fatal_Love_Chase,Classics,29/10/1995,Sunday,October,1995,1
45432.The_Supernaturalist,Fantasy,27/04/2004,Tuesday,April,2004,1
128518.The_Second_Jungle_Book,Classics,29/10/1995,Sunday,October,1995,1
199531.Daisy_Fay_and_the_Miracle_Man,Fiction,29/10/1981,Thursday,October,1981,1
10169662-never-knowing,Mystery,29/10/2011,Saturday,October,2011,1
393601.Hitchcock,Nonfiction,29/10/1966,Saturday,October,1966,1
6972157-beast-behaving-badly,Romance,25/05/2010,Tuesday,May,2010,1
209889.Dreadnought,Nonfiction,29/10/1991,Tuesday,October,1991,1
590323.The_Shamer_s_Signet,Fantasy,29/10/2001,Monday,October,2001,1
26474.Out_of_Africa_Shadows_on_the_Grass,Nonfiction,29/10/1937,Friday,October,1937,1
12878300-fearless,Nonfiction,22/05/2012,Tuesday,May,2012,1
16067631-la-bibliotecaria-de-auschwitz,Historical Fiction,18/08/2012,Saturday,August,2012,1
16164966-brie-learns-the-art-of-submission,Romance,12/11/2012,Monday,November,2012,1
15821931-jam,Science Fiction,10/10/2012,Wednesday,October,2012,1
13152194-tiny-beautiful-things,Nonfiction,10/07/2012,Tuesday,July,2012,1
94351.Death_in_the_Andes,Fiction,29/10/1993,Friday,October,1993,1
2848807-kill-your-friends,Fiction,04/02/2008,Monday,February,2008,1
9786641-racing-in-the-rain,Fiction,03/05/2011,Tuesday,May,2011,1
21899705-relatively-famous,Romance,18/01/2014,Saturday,January,2014,1
56636.Traveling_Light,Nonfiction,29/10/2001,Monday,October,2001,1
18684615-ajaya,Fiction,01/12/2013,Sunday,December,2013,1
11324334-stonemouth,Fiction,29/10/2012,Monday,October,2012,1
747061.Book_of_Mormon_Doctrine_and_Covenants_Pearl_of_Great_Price,Religion,29/10/1950,Sunday,October,1950,1
13260545-dead-city,Fantasy,02/10/2012,Tuesday,October,2012,1
22725294-deviant,Romance,27/10/2014,Monday,October,2014,1
22202.Bravo_Two_Zero,Nonfiction,29/10/1991,Tuesday,October,1991,1
23016659-sparks-rise,Young Adult,02/09/2014,Tuesday,September,2014,1
1335601.The_Willows,Horror,29/10/2007,Monday,October,2007,1
17252615-the-game,Science Fiction,12/10/2012,Friday,October,2012,1
18456078-the-gravity-between-us,Romance,11/10/2013,Friday,October,2013,1
40605223-i-m-thinking-of-ending-things,Horror,14/06/2016,Tuesday,June,2016,1
12970162-the-traitor-queen,Fantasy,29/10/2011,Saturday,October,2011,1
550996.Father_Elijah,Fiction,29/10/1996,Tuesday,October,1996,1
96428.Prisoners_of_the_Sun,Graphic Novels,29/10/1946,Tuesday,October,1946,1
15818357-dreams-and-shadows,Fantasy,01/02/2013,Friday,February,2013,1
28510777-forty-autumns,Nonfiction,04/10/2016,Tuesday,October,2016,1
38467635-eve-of-man,Young Adult,29/10/2018,Monday,October,2018,1
62794.Confessions_of_a_Mask,Fiction,29/10/1949,Saturday,October,1949,1
27845690-the-course-of-love,Fiction,29/03/2016,Tuesday,March,2016,1
6609748-the-mysterious-howling,Mystery,01/03/2009,Sunday,March,2009,1
43708884-the-boy-the-mole-the-fox-and-the-horse,Fiction,10/10/2019,Thursday,October,2019,1
13573419-great-north-road,Science Fiction,29/07/2012,Sunday,July,2012,1
43923951-such-a-fun-age,Fiction,31/12/2019,Tuesday,December,2019,1
189182.The_Story_About_Ping,Childrens,29/10/1933,Sunday,October,1933,1
196766.A_Salty_Piece_of_Land,Fiction,01/01/2004,Thursday,January,2004,1
1967633.The_Boy_Who_Dared,Historical Fiction,01/02/2008,Friday,February,2008,1
15781.Sideways,Fiction,29/06/2004,Tuesday,June,2004,1
6390031-the-improbable-adventures-of-sherlock-holmes,Mystery,01/09/2009,Tuesday,September,2009,1
14285.Lives_of_Girls_and_Women,Fiction,29/10/1971,Friday,October,1971,1
147908.Wild_Cards,Fantasy,01/12/1986,Monday,December,1986,1
1192521.The_Secret_Journal_of_Brett_Colton,Young Adult,01/01/2005,Saturday,January,2005,1
50781.Mona_Lisa_Awakening,Romance,04/09/2002,Wednesday,September,2002,1
7023148-instructions,Fantasy,27/04/2010,Tuesday,April,2010,1
165856.Lizzie_Bright_and_the_Buckminster_Boy,Historical Fiction,24/05/2004,Monday,May,2004,1
133240.For_the_Roses,Romance,01/09/1995,Friday,September,1995,1
3073174-zen-and-the-art-of-vampires,Romance,02/12/2008,Tuesday,December,2008,1
43713.Structure_and_Interpretation_of_Computer_Programs,Nonfiction,29/10/1984,Monday,October,1984,1
192955.The_Proud_Tower,Nonfiction,11/10/1965,Monday,October,1965,1
8161632-shadowspell,Fantasy,04/01/2011,Tuesday,January,2011,1
362002.A_Land_Remembered,Historical Fiction,29/10/1984,Monday,October,1984,1
10863979-outside,Young Adult,21/07/2011,Thursday,July,2011,1
27297.The_Analects,Classics,29/10/1929,Tuesday,October,1929,1
484143.Soldier_X,Historical Fiction,19/03/2001,Monday,March,2001,1
1205297.Playing_for_Pizza,Fiction,29/10/2007,Monday,October,2007,1
14404.The_Monkey_s_Raincoat,Mystery,01/07/1987,Wednesday,July,1987,1
18999.Smiley_s_People,Fiction,29/10/1979,Monday,October,1979,1
11714997-the-underworld,Fantasy,30/07/2011,Saturday,July,2011,1
6344897,Poetry,01/01/2006,Sunday,January,2006,1
866136.The_Dreaming_Void,Science Fiction,29/10/2007,Monday,October,2007,1
15734418-destined-to-play,Romance,03/07/2012,Tuesday,July,2012,1
8922087-the-day-before,Young Adult,28/06/2011,Tuesday,June,2011,1
9242236-aatujeevitham,Fiction,15/08/2008,Friday,August,2008,1
7812107-slice-of-cherry,Young Adult,04/01/2011,Tuesday,January,2011,1
2725.Illuminations,Nonfiction,13/01/1969,Monday,January,1969,1
355034.The_Temptation_of_St_Antony,Classics,29/10/1974,Tuesday,October,1974,1
12180248-enchanted,Fantasy,08/05/2012,Tuesday,May,2012,1
17281601-savor-you,Romance,11/06/2013,Tuesday,June,2013,1
15768119-k-rleken,Fiction,29/10/2012,Monday,October,2012,1
17493.Five_Get_into_a_Fix,Childrens,01/01/1958,Wednesday,January,1958,1
11164732-the-gathering-storm,Young Adult,10/01/2012,Tuesday,January,2012,1
593109.The_Saga_of_the_Volsungs,Classics,29/10/1975,Wednesday,October,1975,1
203409.Security_Analysis,Business,29/10/1934,Monday,October,1934,1
7203997-ral-s-woman,Science Fiction,04/09/2009,Friday,September,2009,1
10182392-fullmetal-alchemist-3-in-1-edition-vol-1,Fantasy,29/10/2002,Tuesday,October,2002,1
18138948-stinger,Romance,23/09/2013,Monday,September,2013,1
984021.The_Damned_Utd,Fiction,17/08/2006,Thursday,August,2006,1
10552338-reamde,Fiction,20/09/2011,Tuesday,September,2011,1
21915986-with-this-heart,Romance,25/03/2014,Tuesday,March,2014,1
8225859-congo,Nonfiction,29/10/2010,Friday,October,2010,1
11156963-it-s-so-easy,Biography,04/10/2011,Tuesday,October,2011,1
13606970-viper-s-creed,Fantasy,29/10/2012,Monday,October,2012,1
17913288-underestimated,Romance,26/06/2013,Wednesday,June,2013,1
10086681-experiencing-god,Nonfiction,29/06/1976,Tuesday,June,1976,1
379160.The_25th_Hour,Fiction,29/10/2000,Sunday,October,2000,1
5505135-l-alliance-des-trois,Fantasy,29/10/2008,Wednesday,October,2008,1
27263454-sparrow,Romance,01/03/2016,Tuesday,March,2016,1
24849026-all-in,Mystery,03/11/2015,Tuesday,November,2015,1
23209927-at-the-water-s-edge,Historical Fiction,31/03/2015,Tuesday,March,2015,1
30839185-vicious,Romance,27/12/2016,Tuesday,December,2016,1
24611735-black-box-thinking,Nonfiction,08/09/2015,Tuesday,September,2015,1
16099180-sisterland,Fiction,25/06/2013,Tuesday,June,2013,1
28958920-a-week-of-mondays,Young Adult,02/08/2016,Tuesday,August,2016,1
6839020-fever-crumb,Young Adult,04/05/2009,Monday,May,2009,1
35783057-the-mafia-and-his-angel,Romance,01/08/2017,Tuesday,August,2017,1
34950852-drive,Romance,13/10/2017,Friday,October,2017,1
6732019-rework,Business,09/03/2010,Tuesday,March,2010,1
25434361-sounds-like-me,Nonfiction,06/10/2015,Tuesday,October,2015,1
39297840-are-we-all-lemmings-and-snowflakes,Young Adult,29/10/2018,Monday,October,2018,1
48855342-inappropriate,Romance,20/01/2020,Monday,January,2020,1
24767508,Nonfiction,29/10/2013,Tuesday,October,2013,1
119729.There_Is_No_Me_Without_You,Nonfiction,29/10/2006,Sunday,October,2006,1
128529.Tesla,Biography,29/10/1981,Thursday,October,1981,1
71.041.919,Fiction,29/10/1932,Saturday,October,1932,1
108051.Coldheart_Canyon,Horror,29/10/2001,Monday,October,2001,1
298537.Dirty_Havana_Trilogy,Fiction,29/10/1994,Saturday,October,1994,1
593105.Abomination,Mystery,05/08/2007,Sunday,August,2007,1
815234.The_Napping_House,Childrens,29/10/1984,Monday,October,1984,1
170529.What_My_Mother_Doesn_t_Know,Young Adult,01/02/2001,Thursday,February,2001,1
605663.Whipping_Girl,Nonfiction,14/05/2007,Monday,May,2007,1
3105537-guernica,Historical Fiction,02/09/2008,Tuesday,September,2008,1
1380834.De_avonden,Fiction,29/10/1947,Wednesday,October,1947,1
615359.Shark_Girl,Young Adult,01/01/2007,Monday,January,2007,1
10711.God_Knows,Fiction,29/10/1984,Monday,October,1984,1
198511.Dear_Theo,Nonfiction,29/10/2014,Wednesday,October,2014,1
11106249-chasing-amanda,Mystery,12/04/2011,Tuesday,April,2011,1
1739150.Buzz_Aldrin_waar_ben_je_gebleven_,Fiction,29/10/2005,Saturday,October,2005,1
131304.Big_Bang,Science,01/01/2004,Thursday,January,2004,1
9412215-o-pal-cio-de-inverno,Historical Fiction,15/05/2009,Friday,May,2009,1
10710392-chopsticks,Young Adult,02/02/2012,Thursday,February,2012,1
186445.The_Little_Country,Fantasy,29/10/1991,Tuesday,October,1991,1
7779571-to-the-end-of-the-land,Fiction,29/10/2008,Wednesday,October,2008,1
15743703-bloodfire-quest,Fantasy,16/10/2012,Tuesday,October,2012,1
3173125-beat-the-reaper,Fiction,07/09/2008,Sunday,September,2008,1
31427967-the-heart-is-deceitful-above-all-things,Fiction,09/06/2001,Saturday,June,2001,1
722035.Allan_Quatermain,Classics,29/10/1987,Thursday,October,1987,1
130730.Universal_Principles_of_Design,Nonfiction,01/10/2003,Wednesday,October,2003,1
2877205,Fiction,29/10/1999,Friday,October,1999,1
25581147-the-elven,Fantasy,29/10/2004,Friday,October,2004,1
66677.Legacy_of_the_Drow,Fantasy,01/01/2001,Monday,January,2001,1
12384984-see-you-at-harry-s,Young Adult,01/05/2012,Tuesday,May,2012,1
8718952-vampire-academy-box-set,Young Adult,14/10/2010,Thursday,October,2010,1
1043247.El_olvido_que_seremos,Nonfiction,29/10/2006,Sunday,October,2006,1
15766776-rump,Fantasy,09/04/2013,Tuesday,April,2013,1
17669067-a-dance-of-cloaks,Fantasy,16/08/2010,Monday,August,2010,1
18669536-entangled,Romance,02/11/2013,Saturday,November,2013,1
18667307-tokyo-ghoul-tome-1,Horror,17/02/2012,Friday,February,2012,1
297898.Poltergeist,Fantasy,07/08/2007,Tuesday,August,2007,1
42988.Don_t_Stop_the_Carnival,Fiction,29/10/1965,Friday,October,1965,1
20935107-come-back-to-me,Romance,19/06/2014,Thursday,June,2014,1
18244599-the-breathing-series,Young Adult,17/09/2013,Tuesday,September,2013,1
6684540-the-tao-of-wu,Nonfiction,15/10/2009,Thursday,October,2009,1
112518.The_Garden_of_Rama,Science Fiction,29/10/1973,Monday,October,1973,1
783291.The_Almost_Moon,Fiction,16/10/2007,Tuesday,October,2007,1
13623874-mossad,Nonfiction,29/10/2010,Friday,October,2010,1
23317538-rising-strong,Nonfiction,25/08/2015,Tuesday,August,2015,1
25053346-in-a-blue-moon,Romance,15/04/2015,Wednesday,April,2015,1
23492741-the-marriage-of-opposites,Historical Fiction,01/08/2015,Saturday,August,2015,1
23266378-the-next-together,Young Adult,20/08/2015,Thursday,August,2015,1
18586621-until-the-end-of-the-world,Horror,01/01/2013,Tuesday,January,2013,1
15790894-fortune-s-pawn,Science Fiction,07/03/2013,Thursday,March,2013,1
24611819-the-peripheral,Science Fiction,24/10/2014,Friday,October,2014,1
34213608-a-skinful-of-shadows,Fantasy,29/09/2017,Friday,September,2017,1
29923707-one-dark-throne,Fantasy,17/09/2017,Sunday,September,2017,1
25365530-good-me-bad-me,Fiction,12/01/2017,Thursday,January,2017,1
7507944-akata-witch,Fantasy,14/04/2011,Thursday,April,2011,1
35297469-starry-eyes,Young Adult,03/04/2018,Tuesday,April,2018,1
32956365-the-light-we-lost,Romance,09/05/2017,Tuesday,May,2017,1
29396738-monstress-vol-1,Graphic Novels,19/07/2016,Tuesday,July,2016,1
29093292-the-daily-stoic,Nonfiction,18/10/2016,Tuesday,October,2016,1
25868918-jane-steele,Historical Fiction,22/03/2016,Tuesday,March,2016,1
26255907-how-hard-can-love-be,Young Adult,01/02/2016,Monday,February,2016,1
43848929-talking-to-strangers,Nonfiction,10/09/2019,Tuesday,September,2019,1
37769577,Nonfiction,28/12/2004,Tuesday,December,2004,1
44019067-the-bromance-book-club,Romance,05/11/2019,Tuesday,November,2019,1
635635.Women_Race_Class,Nonfiction,29/10/1981,Thursday,October,1981,1
807044.Blessed_Are_the_Cheesemakers,Fiction,01/01/2002,Tuesday,January,2002,1
80268.The_Holy_Terrors,Fiction,29/10/1929,Tuesday,October,1929,1
209690.Last_Call,Fantasy,01/04/1992,Wednesday,April,1992,1
22469.Wolverine,Graphic Novels,29/11/2001,Thursday,November,2001,1
214888.Residence_on_Earth,Poetry,29/10/1933,Sunday,October,1933,1
24816.Homicidal_Psycho_Jungle_Cat,Fiction,01/09/1994,Thursday,September,1994,1
138558.More_Than_You_Know,Fiction,29/10/2000,Sunday,October,2000,1
347339.Indigo,Romance,01/11/1996,Friday,November,1996,1
15100.Sleep_Pale_Sister,Fiction,29/10/1994,Saturday,October,1994,1
588723.Beyond_the_Chocolate_War,Young Adult,12/03/1985,Tuesday,March,1985,1
459901.The_House_of_Power,Fantasy,03/04/2005,Sunday,April,2005,1
317293.Playing_James,Romance,01/06/2004,Tuesday,June,2004,1
819789.Demon,Fiction,29/10/2007,Monday,October,2007,1
271487.As_Meat_Loves_Salt,Historical Fiction,01/01/2001,Monday,January,2001,1
276967.The_Camomile_Lawn,Fiction,29/10/1984,Monday,October,1984,1
3107.The_Sixteen_Pleasures,Fiction,01/05/1994,Sunday,May,1994,1
6566722-heat-wave,Mystery,29/09/2008,Monday,September,2008,1
7776678-naked-heat,Mystery,28/09/2010,Tuesday,September,2010,1
205821.Caddie_Woodlawn,Historical Fiction,29/10/1935,Tuesday,October,1935,1
10639954-carrots,Mystery,23/02/2011,Wednesday,February,2011,1
867356.Heart_of_Darkness,Classics,29/10/1999,Friday,October,1999,1
2942523-caine-black-knife,Fantasy,01/01/2008,Tuesday,January,2008,1
1155314.God_Is_Dead,Fiction,05/07/2007,Thursday,July,2007,1
865516.The_Cosmic_Serpent,Science,29/10/1998,Thursday,October,1998,1
6309229-corpus-delicti-ein-prozess,Science Fiction,01/01/2009,Thursday,January,2009,1
12885.Lost_in_the_Funhouse,Fiction,29/10/1968,Tuesday,October,1968,1
320200.Secret_Smile,Fiction,29/10/2003,Wednesday,October,2003,1
781653.Montana_1948,Fiction,29/10/1993,Friday,October,1993,1
8550813-i-shall-not-hate,Nonfiction,27/04/2010,Tuesday,April,2010,1
7740772-trash,Young Adult,16/02/2010,Tuesday,February,2010,1
10552088-the-bridge-to-never-land,Fantasy,09/08/2011,Tuesday,August,2011,1
555500.Peter_and_the_Secret_of_Rundoon,Fantasy,01/01/2007,Monday,January,2007,1
6851.Mayada_Daughter_of_Iraq,Nonfiction,01/04/1995,Saturday,April,1995,1
7351574-eclipse,Young Adult,01/01/2010,Friday,January,2010,1
7606431-one-moment-one-morning,Fiction,29/10/2010,Friday,October,2010,1
96908.Johnny_the_Homicidal_Maniac,Graphic Novels,29/06/1997,Sunday,June,1997,1
8485458-sign-of-the-moon,Fantasy,17/03/2011,Thursday,March,2011,1
21278.Caught_Stealing,Fiction,29/10/2004,Friday,October,2004,1
12591698-caliban-s-war,Science Fiction,26/06/2012,Tuesday,June,2012,1
158479.Two_Captains,Fiction,29/10/1944,Sunday,October,1944,1
3629971-conspirata,Historical Fiction,29/11/2009,Sunday,November,2009,1
12444166-iced,Fantasy,29/10/2012,Monday,October,2012,1
8339286-noah-barleywater-runs-away,Fantasy,30/09/2010,Thursday,September,2010,1
6465063-a-thousand-sons,Science Fiction,15/03/2010,Monday,March,2010,1
186668.Heaven_s_Net_Is_Wide,Fantasy,29/10/2007,Monday,October,2007,1
17458478-belong-to-you,Romance,29/03/2013,Friday,March,2013,1
11378659-shift,Young Adult,01/09/2011,Thursday,September,2011,1
353761.The_Oracle_Glass,Historical Fiction,29/10/1994,Saturday,October,1994,1
44184.Monster,Young Adult,21/04/1999,Wednesday,April,1999,1
71111.Black_Mass,Nonfiction,01/05/2000,Monday,May,2000,1
744224.Rush_Home_Road,Fiction,01/01/2002,Tuesday,January,2002,1
293951.Heroes,Young Adult,10/08/1998,Monday,August,1998,1
7074259-fixing-delilah,Young Adult,01/12/2010,Wednesday,December,2010,1
18530194-valeria-al-desnudo,Romance,08/10/2013,Tuesday,October,2013,1
16058721-the-two-kings,Romance,01/10/2012,Monday,October,2012,1
3831344,Biography,01/01/2000,Saturday,January,2000,1
5723653-vanished,Fantasy,04/08/2009,Tuesday,August,2009,1
1118616.Le_Grand_Cahier,Fiction,01/02/1986,Saturday,February,1986,1
30658.Meditations_on_First_Philosophy,Nonfiction,28/08/1941,Thursday,August,1941,1
18295852-the-geography-of-you-and-me,Young Adult,15/04/2014,Tuesday,April,2014,1
19824385-war-crimes,Fantasy,01/05/2014,Thursday,May,2014,1
7139340-kay-p-g-l,Fiction,29/01/2006,Sunday,January,2006,1
22892122-manwhore,Romance,24/03/2015,Tuesday,March,2015,1
13410943-the-kissing-booth,Romance,13/12/2012,Thursday,December,2012,1
782519.New_Grub_Street,Classics,29/10/1991,Tuesday,October,1991,1
23398748-doing-good-better,Nonfiction,28/07/2015,Tuesday,July,2015,1
603387.Everlasting,Romance,30/10/2007,Tuesday,October,2007,1
27272505-a-world-without-you,Young Adult,19/07/2016,Tuesday,July,2016,1
12351695-rien-ne-s-oppose-la-nuit,Nonfiction,17/08/2011,Wednesday,August,2011,1
13170021-bomb,Nonfiction,04/09/2012,Tuesday,September,2012,1
18589573-daha,Fiction,29/10/2013,Tuesday,October,2013,1
11547633-perto-do-cora-o-selvagem,Fiction,29/12/1943,Wednesday,December,1943,1
33016249-good-night-stories-for-rebel-girls,Nonfiction,10/11/2016,Thursday,November,2016,1
36411879-the-mafia-and-his-angel,Romance,24/10/2017,Tuesday,October,2017,1
3170458-titus-alone,Fantasy,29/10/1959,Thursday,October,1959,1
37569318-empress-of-all-seasons,Fantasy,06/11/2018,Tuesday,November,2018,1
724666.Nine_Tomorrows,Science Fiction,29/10/1959,Thursday,October,1959,1
432020.Yu_Yu_Hakusho_Volume_1,Fantasy,29/10/1990,Monday,October,1990,1
42983724-drive-your-plow-over-the-bones-of-the-dead,Fiction,25/11/2009,Wednesday,November,2009,1
40864841-laura-dean-keeps-breaking-up-with-me,Graphic Novels,07/05/2019,Tuesday,May,2019,1
34739995-resistance,Historical Fiction,28/08/2018,Tuesday,August,2018,1
37506437-darius-the-great-is-not-okay,Young Adult,28/08/2018,Tuesday,August,2018,1
39897058-the-fever-king,Fantasy,01/03/2019,Friday,March,2019,1
28660.The_Curse_of_the_Mistwraith,Fantasy,29/05/1993,Saturday,May,1993,1
77789.The_White_Boy_Shuffle,Fiction,12/06/1996,Wednesday,June,1996,1
882053.The_Daybreakers,Fiction,29/02/1960,Monday,February,1960,1
15682.A_Happy_Death,Fiction,29/10/1971,Friday,October,1971,1
357173.Finding_Fish,Nonfiction,01/01/2001,Monday,January,2001,1
11436.Rejoice,Fiction,22/03/2004,Monday,March,2004,1
3250465-jerk-california,Young Adult,04/09/2008,Thursday,September,2008,1
541920.An_Army_at_Dawn,Nonfiction,02/10/2002,Wednesday,October,2002,1
763489.The_Story_of_the_Amulet,Fantasy,29/10/2006,Sunday,October,2006,1
112080.Queens_Play,Historical Fiction,29/10/1964,Thursday,October,1964,1
89716.Al_Capone_Does_My_Shirts,Historical Fiction,01/01/2004,Thursday,January,2004,1
105999.Dear_Mr_Henshaw,Childrens,22/08/1983,Monday,August,1983,1
34303.Firefly_Summer,Fiction,29/10/1987,Thursday,October,1987,1
66692.Streams_of_Silver,Fantasy,01/01/1989,Sunday,January,1989,1
338131.The_Fire_s_Stone,Fantasy,03/10/1990,Wednesday,October,1990,1
6397351-hidden-empire,Science Fiction,21/10/2009,Wednesday,October,2009,1
2781819-warrior,Fantasy,01/04/2006,Saturday,April,2006,1
6455256-worst-case,Mystery,01/02/2010,Monday,February,2010,1
6941324-beyond-the-darkness,Romance,01/04/2010,Thursday,April,2010,1
7871086-goddess-of-legend,Romance,07/12/2010,Tuesday,December,2010,1
7696504-memory-wall,Fiction,13/07/2010,Tuesday,July,2010,1
108449.The_100,Nonfiction,29/10/1978,Sunday,October,1978,1
3212912-the-sacred-book-of-the-werewolf,Fiction,29/10/2004,Friday,October,2004,1
2972472-the-rogue-hunter,Romance,29/09/2008,Monday,September,2008,1
6273.The_Collected_Poems_of_Wilfred_Owen,Poetry,29/10/2018,Monday,October,2018,1
169875.Searching_for_Dragons,Fantasy,15/10/1991,Tuesday,October,1991,1
7789265-der-augensammler,Fiction,18/05/2010,Tuesday,May,2010,1
781132.Summer_in_the_City,Young Adult,27/06/2006,Tuesday,June,2006,1
46180.Julio_Cort_zar,Fiction,29/10/1976,Friday,October,1976,1
5659537-naamah-s-kiss,Fantasy,29/10/2009,Thursday,October,2009,1
11792612-dare-to-dream,Nonfiction,29/10/2011,Saturday,October,2011,1
129909.The_Boy_Who_Was_Raised_as_a_Dog,Nonfiction,08/01/2007,Monday,January,2007,1
895886.Lassie_Come_Home,Classics,29/10/1940,Tuesday,October,1940,1
457841.Do_They_Hear_You_When_You_Cry,Nonfiction,29/10/1998,Thursday,October,1998,1
6371720-powerless,Fantasy,01/01/2009,Thursday,January,2009,1
16283548-buddhist-boot-camp,Nonfiction,23/05/2012,Wednesday,May,2012,1
384579.Non_Stop,Science Fiction,29/10/1958,Wednesday,October,1958,1
6419.Plum_Lovin_,Mystery,09/01/2007,Tuesday,January,2007,1
192364.Sin_noticias_de_Gurb,Fiction,29/10/1990,Monday,October,1990,1
8951449-hollowland,Young Adult,28/09/2010,Tuesday,September,2010,1
6318413-into-the-wild-nerd-yonder,Young Adult,29/09/2009,Tuesday,September,2009,1
2054504.The_Outcast,Fiction,07/02/2008,Thursday,February,2008,1
13097681-toxic,Young Adult,01/09/2012,Saturday,September,2012,1
11205802-lost-and-found,Romance,08/08/2010,Sunday,August,2010,1
527495.The_Autobiography_of_Alice_B_Toklas,Nonfiction,29/10/1933,Sunday,October,1933,1
13153400-5-centimeters-per-second,Romance,14/11/2007,Wednesday,November,2007,1
12384681-divide-conquer,Romance,13/10/2011,Thursday,October,2011,1
27550.Walking_with_the_Wind,Nonfiction,29/10/1998,Thursday,October,1998,1
11549777-anathema,Young Adult,25/05/2011,Wednesday,May,2011,1
5557442,Fiction,29/10/2006,Sunday,October,2006,1
25193.The_Silent_Cry,Fiction,29/10/1967,Sunday,October,1967,1
15724908-persephone,Fantasy,05/07/2012,Thursday,July,2012,1
18487180-slide,Romance,14/10/2013,Monday,October,2013,1
3173438-school-of-fear,Fiction,09/03/1999,Tuesday,March,1999,1
18104749-stay-where-you-are-and-then-leave,Historical Fiction,26/09/2013,Thursday,September,2013,1
6582080-peter-and-the-sword-of-mercy,Fantasy,01/10/2009,Thursday,October,2009,1
18129599-the-faerie-war,Fantasy,01/10/2013,Tuesday,October,2013,1
21468450-come-away-with-me,Romance,31/03/2014,Monday,March,2014,1
12578294-mind-games,Young Adult,19/02/2013,Tuesday,February,2013,1
18310201-the-painter,Fiction,06/05/2014,Tuesday,May,2014,1
16122643-eyes-wide-open,Romance,14/05/2013,Tuesday,May,2013,1
30843.The_Great_Indian_Novel,Fiction,29/10/1989,Sunday,October,1989,1
18858489-spilled-milk,Nonfiction,01/01/2013,Tuesday,January,2013,1
18105451-frostfire,Fantasy,06/01/2015,Tuesday,January,2015,1
7097866-labyrinth,Fantasy,01/01/2010,Friday,January,2010,1
13608133-crimes-against-magic,Fantasy,27/04/2012,Friday,April,2012,1
43691.The_Master,Fiction,14/03/2004,Sunday,March,2004,1
3084415-the-alchemist-s-secret,Fiction,31/03/2007,Saturday,March,2007,1
9628203-unsaid,Fiction,01/01/2011,Saturday,January,2011,1
44323.The_Rose_and_the_Beast,Fantasy,19/09/2000,Tuesday,September,2000,1
15843041-the-icarus-deception,Business,29/10/2012,Monday,October,2012,1
24002318-sweet-ruin,Romance,01/12/2015,Tuesday,December,2015,1
21853636-all-the-rage,Young Adult,14/04/2015,Tuesday,April,2015,1
